y_true,p_default,credit_amount,duration,decision,risk_band,exp_cost_if_approve,exp_cost_if_reject,monthly_burden,expected_loss,realised_loss
1,0.3313215905026904,2124.0,18.0,REJECT,Medium,1.6566079525134518,0.6686784094973096,118.0,422.2362349366286,0.0
0,0.0530230461614273,3448.0,5.0,APPROVE,Low,0.2651152308071365,0.9469769538385727,689.6,109.6940778987608,0.0
0,0.2614119234928715,1175.0,16.0,REJECT,Medium,1.3070596174643576,0.7385880765071284,73.4375,184.2954060624744,0.0
0,0.0578400098583485,1154.0,11.0,APPROVE,Low,0.2892000492917425,0.9421599901416515,104.9090909090909,40.048422825920504,0.0
0,0.0312312519749363,5954.0,30.0,APPROVE,Low,0.1561562598746815,0.9687687480250637,198.46666666666667,111.57052455526244,0.0
0,0.042530229930972,2279.0,12.0,APPROVE,Low,0.21265114965485998,0.957469770069028,189.91666666666666,58.15583640761111,0.0
0,0.1235296613316319,2255.0,24.0,APPROVE,Low,0.6176483066581595,0.8764703386683681,93.95833333333333,167.13563178169795,0.0
0,0.0774129997138926,3595.0,36.0,APPROVE,Low,0.38706499856946297,0.9225870002861074,99.86111111111111,166.97984038286634,0.0
1,0.0414503462832594,2292.0,12.0,APPROVE,Low,0.207251731416297,0.9585496537167406,191.0,57.00251620873833,1375.2
1,0.718075293242121,3234.0,24.0,REJECT,High,3.5903764662106052,0.28192470675787895,134.75,1393.3532990070116,0.0
0,0.3419698318124273,1795.0,18.0,REJECT,Medium,1.7098491590621365,0.6580301681875727,99.72222222222223,368.3015088619842,0.0
0,0.2816575714076511,3872.0,18.0,REJECT,Medium,1.4082878570382553,0.718342428592349,215.11111111111111,654.346869894255,0.0
0,0.0285860668134166,1898.0,6.0,APPROVE,Low,0.142930334067083,0.9714139331865834,316.3333333333333,32.55381288711882,0.0
0,0.2397079925489517,683.0,6.0,REJECT,Medium,1.1985399627447584,0.7602920074510483,113.83333333333333,98.2323353465604,0.0
0,0.3583764432794997,5103.0,24.0,REJECT,Medium,1.7918822163974983,0.6416235567205003,212.625,1097.2769940331723,0.0
0,0.1274501209311638,1412.0,12.0,APPROVE,Low,0.6372506046558191,0.8725498790688362,117.66666666666667,107.97574245288197,0.0
0,0.2001052727869344,1750.0,6.0,REJECT,Medium,1.000526363934672,0.7998947272130656,291.6666666666667,210.1105364262811,0.0
0,0.1041752335895411,1068.0,6.0,APPROVE,Low,0.5208761679477055,0.8958247664104589,178.0,66.75548968417793,0.0
0,0.1085369421053596,1768.0,12.0,APPROVE,Low,0.542684710526798,0.8914630578946404,147.33333333333334,115.13598818536545,0.0
1,0.8000625566561655,15672.0,48.0,REJECT,High,4.000312783280828,0.19993744334383445,326.5,7523.148232749256,0.0
0,0.0598353380597615,5742.0,36.0,APPROVE,Low,0.2991766902988075,0.9401646619402385,159.5,206.1447066834903,0.0
0,0.710813534550971,2384.0,24.0,REJECT,High,3.554067672754855,0.28918646544902904,99.33333333333333,1016.7476798217089,0.0
0,0.8023740297985895,4169.0,24.0,REJECT,High,4.011870148992948,0.19762597020141048,173.70833333333334,2007.0583981381917,0.0
1,0.8899922830485962,4308.0,48.0,REJECT,High,4.449961415242981,0.11000771695140377,89.75,2300.4520532240117,0.0
0,0.0992210466432644,2647.0,6.0,APPROVE,Low,0.49610523321632194,0.9007789533567356,441.1666666666667,157.5828662788325,0.0
0,0.8785621593302105,15857.0,36.0,REJECT,High,4.392810796651053,0.12143784066978947,440.47222222222223,8358.816096299488,0.0
1,0.2361699359023573,3959.0,15.0,REJECT,Medium,1.1808496795117864,0.7638300640976428,263.93333333333334,560.9980657424595,0.0
1,0.3666035424349349,3060.0,48.0,REJECT,Medium,1.8330177121746747,0.633396457565065,63.75,673.0841039105405,0.0
0,0.2506502527487215,4351.0,24.0,REJECT,Medium,1.2532512637436075,0.7493497472512785,181.29166666666666,654.3475498258123,0.0
0,0.6364148535925889,13756.0,60.0,REJECT,High,3.1820742679629443,0.36358514640741113,229.26666666666668,5252.713635611792,0.0
0,0.2025294349634597,1275.0,24.0,REJECT,Medium,1.0126471748172985,0.7974705650365403,53.125,154.93501774704666,0.0
0,0.0295091010951124,522.0,12.0,APPROVE,Low,0.147545505475562,0.9704908989048876,43.5,9.242250462989203,0.0
1,0.8875430035818829,1216.0,18.0,REJECT,High,4.437715017909414,0.11245699641811713,67.55555555555556,647.5513754133417,0.0
1,0.6138554703949841,4280.0,30.0,REJECT,High,3.069277351974921,0.3861445296050159,142.66666666666666,1576.380847974319,0.0
0,0.5022111782673262,1262.0,12.0,REJECT,High,2.511055891336631,0.4977888217326738,105.16666666666667,380.2743041840194,0.0
1,0.1405238236264569,1484.0,12.0,REJECT,Low,0.7026191181322845,0.8594761763735431,123.66666666666667,125.12241255699723,0.0
0,0.0701794246989382,2835.0,24.0,APPROVE,Low,0.35089712349469104,0.9298205753010618,118.125,119.37520141289387,0.0
0,0.0514381795849333,2404.0,18.0,APPROVE,Low,0.2571908979246665,0.9485618204150668,133.55555555555554,74.19443023330778,0.0
0,0.0476277173822518,6615.0,24.0,APPROVE,Low,0.238138586911259,0.9523722826177482,275.625,189.03441029015738,0.0
1,0.4038994751626564,5951.0,48.0,REJECT,High,2.019497375813282,0.5961005248373437,123.97916666666667,1442.1634660157808,0.0
1,0.7875101449572491,1131.0,18.0,REJECT,High,3.9375507247862456,0.21248985504275086,62.833333333333336,534.4043843679892,0.0
1,0.1402976257893878,7511.0,18.0,REJECT,Low,0.7014881289469389,0.8597023742106122,417.27777777777777,632.265280382455,0.0
0,0.0395393199547846,1238.0,6.0,APPROVE,Low,0.197696599773923,0.9604606800452153,206.33333333333334,29.369806862414002,0.0
0,0.1298412790952345,2728.0,15.0,APPROVE,Low,0.6492063954761724,0.8701587209047655,181.86666666666667,212.52420562307978,0.0
1,0.693799595118769,4297.0,18.0,REJECT,High,3.4689979755938447,0.306200404881231,238.72222222222223,1788.75411613521,0.0
1,0.7567108561976715,5179.0,36.0,REJECT,High,3.7835542809883576,0.24328914380232847,143.86111111111111,2351.4033145486446,0.0
1,0.1498406293403999,745.0,9.0,REJECT,Low,0.7492031467019995,0.8501593706596001,82.77777777777777,66.97876131515876,0.0
1,0.8181500733955518,1442.0,18.0,REJECT,High,4.090750366977759,0.1818499266044482,80.11111111111111,707.8634435018314,0.0
0,0.1817756611623393,6187.0,30.0,REJECT,Medium,0.9088783058116966,0.8182243388376607,206.23333333333332,674.787609366836,0.0
1,0.8072335909416966,11328.0,24.0,REJECT,High,4.036167954708483,0.19276640905830345,472.0,5486.605270912522,0.0
1,0.0500593927473565,1386.0,12.0,APPROVE,Low,0.2502969637367825,0.9499406072526435,115.5,41.62939100870166,831.6
0,0.4581302132051621,1330.0,12.0,REJECT,High,2.2906510660258106,0.5418697867948379,110.83333333333333,365.58791013771935,0.0
0,0.0425736427926535,976.0,12.0,APPROVE,Low,0.2128682139632675,0.9574263572073465,81.33333333333333,24.93112521937789,0.0
0,0.0138463445317488,1554.0,6.0,APPROVE,Low,0.069231722658744,0.9861536554682512,259.0,12.91033164140258,0.0
1,0.6824251776503318,18424.0,48.0,REJECT,High,3.4121258882516594,0.31757482234966816,383.8333333333333,7543.8008838178275,0.0
0,0.7142146747195298,4795.0,36.0,REJECT,High,3.571073373597649,0.2857853252804702,133.19444444444446,2054.7956191680873,0.0
1,0.6051227664520687,14555.0,6.0,REJECT,High,3.0256138322603436,0.39487723354793125,2425.8333333333335,5284.537119425916,0.0
0,0.274497124477694,1845.0,15.0,REJECT,Medium,1.3724856223884698,0.7255028755223061,123.0,303.8683167968072,0.0
0,0.1451298902876987,2058.0,24.0,REJECT,Low,0.7256494514384936,0.8548701097123013,85.75,179.20638852725037,0.0
0,0.4617269883134525,754.0,12.0,REJECT,High,2.3086349415672625,0.5382730116865475,62.833333333333336,208.8852895130059,0.0
1,0.2800101214009418,1670.0,9.0,REJECT,Medium,1.400050607004709,0.7199898785990582,185.55555555555554,280.5701416437437,0.0
0,0.034287702535565,2360.0,15.0,APPROVE,Low,0.171438512677825,0.965712297464435,157.33333333333334,48.551386790360034,0.0
0,0.1328479104126783,1549.0,9.0,REJECT,Low,0.6642395520633915,0.8671520895873217,172.11111111111111,123.4688479375432,0.0
1,0.0795950562469562,1478.0,9.0,APPROVE,Low,0.397975281234781,0.9204049437530438,164.22222222222223,70.58489587980075,886.8
1,0.7031194931738386,1823.0,24.0,REJECT,High,3.515597465869193,0.2968805068261614,75.95833333333333,769.0721016335445,0.0
0,0.107055804516155,2051.0,18.0,APPROVE,Low,0.535279022580775,0.892944195483845,113.94444444444444,131.74287303758032,0.0
1,0.8548505026207185,2302.0,36.0,REJECT,High,4.274252513103592,0.1451494973792815,63.94444444444444,1180.7195142197365,0.0
0,0.2499092668831865,1478.0,15.0,REJECT,Medium,1.2495463344159323,0.7500907331168135,98.53333333333333,221.61953787200977,0.0
1,0.2535694319486087,8086.0,36.0,REJECT,Medium,1.2678471597430434,0.7464305680513913,224.61111111111111,1230.21745604187,0.0
0,0.1162711937026179,1503.0,12.0,APPROVE,Low,0.5813559685130896,0.883728806297382,125.25,104.85336248102082,0.0
0,0.0683589186777444,763.0,12.0,APPROVE,Low,0.34179459338872203,0.9316410813222555,63.583333333333336,31.294712970671387,0.0
0,0.6498700153139398,6314.0,24.0,REJECT,High,3.249350076569699,0.35012998468606016,263.0833333333333,2461.96756601533,0.0
0,0.1913753123835185,1113.0,18.0,REJECT,Medium,0.9568765619175924,0.8086246876164815,61.833333333333336,127.80043360971364,0.0
0,0.0209164526733509,362.0,6.0,APPROVE,Low,0.10458226336675451,0.9790835473266492,60.333333333333336,4.5430535206518154,0.0
1,0.5279721191051598,626.0,12.0,REJECT,High,2.639860595525799,0.47202788089484016,52.166666666666664,198.30632793589803,0.0
0,0.4318668764547052,2032.0,24.0,REJECT,High,2.159334382273526,0.5681331235452949,84.66666666666667,526.5320957735764,0.0
1,0.5999689524056537,6288.0,60.0,REJECT,High,2.9998447620282684,0.40003104759434627,104.8,2263.56286363605,0.0
1,0.7774920525376632,1275.0,15.0,REJECT,High,3.887460262688316,0.22250794746233682,85.0,594.7814201913122,0.0
0,0.1929024177361487,1050.0,6.0,REJECT,Medium,0.9645120886807435,0.8070975822638513,175.0,121.52852317377368,0.0
0,0.1610997010388444,10875.0,36.0,REJECT,Medium,0.8054985051942221,0.8389002989611556,302.0833333333333,1051.1755492784598,0.0
1,0.0639411580471548,1237.0,8.0,APPROVE,Low,0.31970579023577406,0.9360588419528452,154.625,47.4571275025983,742.1999999999999
0,0.1480126418939052,2241.0,21.0,REJECT,Low,0.740063209469526,0.8519873581060948,106.71428571428571,199.0177982905449,0.0
1,0.7542336859760104,11816.0,45.0,REJECT,High,3.771168429880052,0.24576631402398963,262.5777777777778,5347.215140095523,0.0
1,0.4868910468060003,3915.0,27.0,REJECT,High,2.4344552340300014,0.5131089531939996,145.0,1143.7070689472948,0.0
0,0.3554813806565082,7472.0,12.0,REJECT,Medium,1.777406903282541,0.6445186193434917,622.6666666666666,1593.6941257592575,0.0
0,0.1385924394173135,1445.0,18.0,REJECT,Low,0.6929621970865675,0.8614075605826865,80.27777777777777,120.1596449748108,0.0
0,0.0425158939023384,3578.0,48.0,APPROVE,Low,0.212579469511692,0.9574841060976615,74.54166666666667,91.27312102954006,0.0
0,0.0818366777572031,2146.0,10.0,APPROVE,Low,0.4091833887860155,0.918163322242797,214.6,105.3729062801747,0.0
0,0.0487943523363584,894.0,10.0,APPROVE,Low,0.243971761681792,0.9512056476636416,89.4,26.173290593222642,0.0
0,0.373762913442393,3422.0,18.0,REJECT,Medium,1.868814567211965,0.626237086557607,190.11111111111111,767.4100138799212,0.0
0,0.0275756860762239,7596.0,30.0,APPROVE,Low,0.1378784303811195,0.9724243139237762,253.2,125.67894686099805,0.0
0,0.3932862812346183,1755.0,24.0,REJECT,Medium,1.9664314061730914,0.6067137187653817,73.125,414.1304541400531,0.0
0,0.0726790992156344,3976.0,21.0,APPROVE,Low,0.363395496078172,0.9273209007843656,189.33333333333334,173.38325908881743,0.0
0,0.0898782915496688,2118.0,9.0,APPROVE,Low,0.449391457748344,0.9101217084503312,235.33333333333334,114.2173329013191,0.0
0,0.2373470650109338,1225.0,10.0,REJECT,Medium,1.186735325054669,0.7626529349890662,122.5,174.45009278303633,0.0
1,0.2895339606525522,2775.0,18.0,REJECT,Medium,1.447669803262761,0.7104660393474478,154.16666666666666,482.0740444864994,0.0
1,0.6154335995940377,10127.0,48.0,REJECT,High,3.0771679979701885,0.38456640040596235,210.97916666666666,3739.4976378532915,0.0
1,0.1506687982699115,4591.0,24.0,REJECT,Medium,0.7533439913495575,0.8493312017300885,191.29166666666666,415.0322717142982,0.0
0,0.654654306016771,4221.0,30.0,REJECT,High,3.273271530083855,0.345345693983229,140.7,1657.977495418074,0.0
0,0.0751409159529521,1364.0,10.0,APPROVE,Low,0.37570457976476046,0.9248590840470479,136.4,61.49532561589599,0.0
0,0.0875877151170285,1505.0,18.0,APPROVE,Low,0.4379385755851425,0.9124122848829715,83.61111111111111,79.09170675067672,0.0
1,0.5884512266883106,1108.0,12.0,REJECT,High,2.9422561334415533,0.4115487733116894,92.33333333333333,391.2023755023889,0.0
1,0.3211979316795747,3031.0,45.0,REJECT,Medium,1.6059896583978737,0.6788020683204252,67.35555555555555,584.1305585524746,0.0
0,0.4270149387180836,1984.0,18.0,REJECT,High,2.135074693590418,0.5729850612819164,110.22222222222223,508.3185830500067,0.0
0,0.1246280188988062,2679.0,24.0,APPROVE,Low,0.6231400944940311,0.8753719811011937,111.625,200.3270775779411,0.0
0,0.3997305416972614,1047.0,6.0,REJECT,Medium,1.998652708486307,0.6002694583027386,174.5,251.1107262942196,0.0
0,0.6189352395191537,2892.0,24.0,REJECT,High,3.094676197595769,0.38106476048084625,120.5,1073.9764276136357,0.0
1,0.1226450754803366,3499.0,12.0,APPROVE,Low,0.6132253774016829,0.8773549245196635,291.5833333333333,257.48107146341863,2099.4
0,0.721045781895899,3416.0,27.0,REJECT,High,3.6052289094794947,0.27895421810410104,126.51851851851852,1477.8554345738344,0.0
0,0.0730879467632439,10222.0,48.0,APPROVE,Low,0.3654397338162195,0.9269120532367561,212.95833333333334,448.26299508832744,0.0
0,0.5599771208589172,5152.0,24.0,REJECT,High,2.7998856042945857,0.44002287914108285,214.66666666666666,1731.0012759990848,0.0
0,0.0502814122745277,590.0,6.0,APPROVE,Low,0.25140706137263846,0.9497185877254724,98.33333333333333,17.799619945182805,0.0
0,0.0832958235931415,1800.0,18.0,APPROVE,Low,0.41647911796570747,0.9167041764068585,100.0,89.95948948059282,0.0
0,0.1364051455505095,3652.0,21.0,REJECT,Low,0.6820257277525476,0.8635948544494905,173.9047619047619,298.8909549302764,0.0
0,0.4001235421675019,3758.0,24.0,REJECT,High,2.0006177108375094,0.5998764578324981,156.58333333333334,902.1985628792833,0.0
1,0.35815330059079,2149.0,12.0,REJECT,Medium,1.79076650295395,0.64184669940921,179.08333333333334,461.8028657817646,0.0
0,0.6323198608538588,8133.0,36.0,REJECT,High,3.161599304269294,0.36768013914614117,225.91666666666666,3085.5944569946605,0.0
0,0.1687975427996956,2899.0,18.0,REJECT,Medium,0.843987713998478,0.8312024572003044,161.05555555555554,293.60644594579054,0.0
0,0.5002415597822222,11760.0,39.0,REJECT,High,2.501207798911111,0.4997584402177778,301.53846153846155,3529.7044458233595,0.0
0,0.7152494265765145,1200.0,12.0,REJECT,High,3.5762471328825725,0.28475057342348553,100.0,514.9795871350904,0.0
1,0.5035151956346083,1358.0,24.0,REJECT,High,2.5175759781730416,0.49648480436539166,56.583333333333336,410.2641814030789,0.0
1,0.6760844825024287,976.0,18.0,REJECT,High,3.3804224125121434,0.3239155174975713,54.22222222222222,395.9150729534222,0.0
0,0.0745889644018966,3062.0,24.0,APPROVE,Low,0.37294482200948303,0.9254110355981033,127.58333333333333,137.03484539916445,0.0
0,0.1124043419260609,1597.0,24.0,APPROVE,Low,0.5620217096303045,0.8875956580739391,66.54166666666667,107.70584043355154,0.0
0,0.5375515177895873,4272.0,20.0,REJECT,High,2.6877575889479366,0.4624484822104127,213.6,1377.8520503982702,0.0
0,0.1406425406368075,1289.0,12.0,REJECT,Low,0.7032127031840375,0.8593574593631925,107.41666666666667,108.77294092850693,0.0
0,0.3034290395445914,2924.0,24.0,REJECT,Medium,1.5171451977229569,0.6965709604554087,121.83333333333333,532.3359069770311,0.0
1,0.4991057953992578,10974.0,36.0,REJECT,High,2.495528976996289,0.5008942046007422,304.8333333333333,3286.312199226873,0.0
0,0.0166740887737094,3275.0,21.0,APPROVE,Low,0.083370443868547,0.9833259112262906,155.95238095238096,32.76458444033897,0.0
0,0.3630729324480999,2442.0,27.0,REJECT,Medium,1.8153646622404995,0.6369270675519001,90.44444444444444,531.974460622956,0.0
0,0.248178335703503,2631.0,15.0,REJECT,Medium,1.240891678517515,0.751821664296497,175.4,391.77432074154984,0.0
1,0.6679008630157771,759.0,12.0,REJECT,High,3.3395043150788855,0.3320991369842229,63.25,304.1620530173849,0.0
0,0.0338135648385246,1255.0,12.0,APPROVE,Low,0.169067824192623,0.9661864351614754,104.58333333333333,25.461614323409023,0.0
0,0.0361928728292747,3488.0,24.0,APPROVE,Low,0.18096436414637349,0.9638071271707253,145.33333333333334,75.74444425710608,0.0
0,0.036880652994194,6313.0,24.0,APPROVE,Low,0.18440326497096998,0.963119347005806,263.0416666666667,139.69653741140803,0.0
1,0.1713659465133,1209.0,6.0,REJECT,Medium,0.8568297325665,0.8286340534867,201.5,124.30885760074781,0.0
0,0.0653168040024122,1546.0,10.0,APPROVE,Low,0.326584020012061,0.9346831959975878,154.6,60.587867392637555,0.0
0,0.0606183382662452,2859.0,12.0,APPROVE,Low,0.303091691331226,0.9393816617337548,238.25,103.98469746191702,0.0
0,0.3027617925188735,625.0,12.0,REJECT,Medium,1.5138089625943674,0.6972382074811265,52.083333333333336,113.53567219457754,0.0
0,0.1481612691077818,1103.0,12.0,REJECT,Low,0.740806345538909,0.8518387308922182,91.91666666666667,98.05312789552998,0.0
0,0.5017877336141133,2511.0,15.0,REJECT,High,2.5089386680705665,0.49821226638588667,167.4,755.993399463023,0.0
0,0.1664215882291122,6078.0,12.0,REJECT,Medium,0.8321079411455611,0.8335784117708878,506.5,606.9062479539264,0.0
0,0.5514884185268155,3857.0,30.0,REJECT,High,2.7574420926340775,0.4485115814731845,128.56666666666666,1276.2544981547564,0.0
0,0.228261151869653,12749.0,48.0,REJECT,Medium,1.1413057593482652,0.771738848130347,265.6041666666667,1746.0608551117236,0.0
0,0.1904345275598893,2748.0,12.0,REJECT,Medium,0.9521726377994465,0.8095654724401107,229.0,313.9884490407455,0.0
1,0.4618547532874695,1199.0,24.0,REJECT,High,2.3092737664373475,0.5381452467125305,49.958333333333336,332.2583095150056,0.0
1,0.5779880166246537,7685.0,48.0,REJECT,High,2.8899400831232684,0.4220119833753463,160.10416666666666,2665.1027446562784,0.0
0,0.0440208345783989,2831.0,30.0,APPROVE,Low,0.2201041728919945,0.9559791654216011,94.36666666666666,74.77378961486836,0.0
1,0.844193336928265,1845.0,45.0,REJECT,High,4.220966684641326,0.15580666307173496,41.0,934.5220239795894,0.0
0,0.043656614348021,1520.0,15.0,APPROVE,Low,0.21828307174010497,0.956343385651979,101.33333333333333,39.81483228539515,0.0
0,0.0907894008683381,10144.0,60.0,APPROVE,Low,0.4539470043416905,0.9092105991316619,169.06666666666666,552.580609445053,0.0
0,0.0725990191265051,9436.0,54.0,APPROVE,Low,0.3629950956325255,0.9274009808734949,174.74074074074073,411.0266066866213,0.0
0,0.2792157029750766,2101.0,13.0,REJECT,Medium,1.396078514875383,0.7207842970249234,161.6153846153846,351.97931517038154,0.0
1,0.3969538552915667,6199.0,12.0,REJECT,Medium,1.9847692764578335,0.6030461447084333,516.5833333333334,1476.430169371453,0.0
1,0.4076441127750849,1647.0,21.0,REJECT,High,2.0382205638754245,0.5923558872249151,78.42857142857143,402.8339122443389,0.0
0,0.3617935914741715,1287.0,10.0,REJECT,Medium,1.8089679573708575,0.6382064085258286,128.7,279.3770113363552,0.0
1,0.4872357915556546,12389.0,36.0,REJECT,High,2.436178957778273,0.5127642084443453,344.1388888888889,3621.818532949803,0.0
0,0.2055932788815103,3105.0,24.0,REJECT,Medium,1.0279663944075514,0.7944067211184898,129.375,383.0202785562537,0.0
0,0.189596767172088,1577.0,11.0,REJECT,Medium,0.94798383586044,0.810403232827912,143.36363636363637,179.39646109822968,0.0
0,0.030545002143584,2096.0,12.0,APPROVE,Low,0.15272501071792,0.969454997856416,174.66666666666666,38.41339469577124,0.0
0,0.0309616165840525,2415.0,7.0,APPROVE,Low,0.15480808292026252,0.9690383834159475,345.0,44.86338243029207,0.0
0,0.5078262465877686,3959.0,36.0,REJECT,High,2.539131232938843,0.49217375341223135,109.97222222222223,1206.2904661445857,0.0
0,0.0357105779556551,5804.0,24.0,APPROVE,Low,0.1785528897782755,0.9642894220443449,241.83333333333334,124.3585166727733,0.0
0,0.0606612601766999,1963.0,12.0,APPROVE,Low,0.3033063008834995,0.9393387398233001,163.58333333333334,71.44683223611713,0.0
1,0.612605366412701,6224.0,48.0,REJECT,High,3.063026832063505,0.387394633587299,129.66666666666666,2287.7134803315903,0.0
0,0.4535584023428785,4796.0,42.0,REJECT,High,2.267792011714392,0.5464415976571215,114.19047619047619,1305.159658581867,0.0
0,0.6318640746552956,4675.0,12.0,REJECT,High,3.159320373276478,0.3681359253447044,389.5833333333333,1772.3787294081042,0.0
0,0.6706589142250451,1603.0,24.0,REJECT,High,3.3532945711252253,0.3293410857749549,66.79166666666667,645.0397437016484,0.0
0,0.4210458491017498,1905.0,15.0,REJECT,High,2.105229245508749,0.5789541508982502,127.0,481.25540552330006,0.0
0,0.7984354018319549,3149.0,24.0,REJECT,High,3.9921770091597746,0.20156459816804506,131.20833333333334,1508.5638482212955,0.0
0,0.4626211314270368,1936.0,18.0,REJECT,High,2.3131056571351842,0.5373788685729632,107.55555555555556,537.3807062656459,0.0
1,0.8522770282808401,14896.0,6.0,REJECT,High,4.2613851414042,0.14772297171915993,2482.6666666666665,7617.311167962836,0.0
1,0.3300902044218758,5595.0,72.0,REJECT,Medium,1.650451022109379,0.6699097955781241,77.70833333333333,1108.112816244237,0.0
0,0.2044851073235443,250.0,6.0,REJECT,Medium,1.0224255366177215,0.7955148926764557,41.666666666666664,30.672766098531646,0.0
0,0.193877151708865,1364.0,9.0,REJECT,Medium,0.969385758544325,0.806122848291135,151.55555555555554,158.6690609585351,0.0
0,0.0426721088372011,3160.0,21.0,APPROVE,Low,0.2133605441860055,0.9573278911627989,150.47619047619048,80.90631835533328,0.0
0,0.1558614281253086,3181.0,24.0,REJECT,Medium,0.7793071406265429,0.8441385718746914,132.54166666666666,297.477121719964,0.0
1,0.7502945484040061,1246.0,24.0,REJECT,High,3.7514727420200304,0.2497054515959939,51.916666666666664,560.9202043868349,0.0
0,0.05428978300351,2241.0,10.0,APPROVE,Low,0.27144891501755,0.94571021699649,224.1,72.99804222651954,0.0
0,0.1764538844737255,937.0,24.0,REJECT,Medium,0.8822694223686276,0.8235461155262744,39.041666666666664,99.20237385112848,0.0
0,0.0608097616744589,2012.0,12.0,APPROVE,Low,0.30404880837229453,0.939190238325541,167.66666666666666,73.40954429340678,0.0
1,0.8821892451791478,7119.0,48.0,REJECT,High,4.410946225895739,0.11781075482085224,148.3125,3768.183141858212,0.0
0,0.1260087376772197,2427.0,18.0,APPROVE,Low,0.6300436883860985,0.8739912623227803,134.83333333333334,183.49392380556733,0.0
0,0.0837962143136877,1262.0,12.0,APPROVE,Low,0.41898107156843845,0.9162037856863123,105.16666666666667,63.450493478324326,0.0
1,0.3796186146177547,6350.0,30.0,REJECT,Medium,1.8980930730887735,0.6203813853822453,211.66666666666666,1446.3469216936453,0.0
0,0.1984943521402245,1591.0,21.0,REJECT,Medium,0.9924717607011225,0.8015056478597755,75.76190476190476,189.48270855305833,0.0
